sample_id,rt_start,rt_end,area,data_points,run_start_time,name,class,parent_mz,product_mz
35,34.4,35.4,290.0,29,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
36,35.4,36.4,125.0,15,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
37,36.4,37.4,239.0,25,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
38,37.4,38.4,316.0,28,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
39,38.4,39.4,125.0,15,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
40,39.4,40.4,865.0,65,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
41,40.4,41.4,320.0,29,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
42,41.4,42.4,454.0,40,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
43,42.4,43.4,373.0,37,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
44,43.4,44.4,401.0,40,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
45,44.4,45.4,133.0,13,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
46,45.4,46.4,104.0,13,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
47,46.4,47.4,215.0,19,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
48,47.4,48.4,459.0,47,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
49,48.4,49.4,129.0,15,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
50,49.4,50.4,841.0,69,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
51,50.4,51.4,100.0,12,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
52,51.4,52.4,320.0,36,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
53,52.4,53.4,426.0,42,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
54,53.4,54.4,127.0,15,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
55,54.4,55.4,239.0,24,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
56,55.4,56.4,181.0,21,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
57,56.4,57.4,483.0,47,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
58,57.4,58.4,135.0,16,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
59,58.4,59.4,210.0,24,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
60,59.4,60.4,183.0,21,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
61,60.4,61.4,260.0,28,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
62,61.4,62.4,395.0,37,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
63,62.4,63.4,158.0,18,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
64,63.4,64.4,25.0,3,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
65,64.4,65.4,54.0,6,2026-05-21 03:43:33,TG51:4-FA20:4,TG,858.7547,537.489
1,0.4,1.4,1816.0,114,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
2,1.4,2.4,6065.0,165,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
3,2.4,3.4,4793.0,154,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
4,3.4,4.4,4429.0,154,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
5,4.4,5.4,1595.0,106,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
6,5.4,6.4,6152.0,148,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
7,6.4,7.4,6063.0,159,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
8,7.4,8.4,2547.0,134,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
9,8.4,9.4,6671.0,160,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
10,9.4,10.4,3151.0,135,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
11,10.4,11.4,4417.0,147,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
12,11.4,12.4,5362.0,159,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
13,12.4,13.4,4765.0,149,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
14,13.4,14.4,4122.0,156,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
15,14.4,15.4,3182.0,142,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
16,15.4,16.4,3916.0,152,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
17,16.4,17.4,3804.0,143,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
18,17.4,18.4,3260.0,121,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
19,18.4,19.4,3837.0,149,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
20,19.4,20.4,4498.0,153,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
21,20.4,21.4,7038.0,162,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
22,21.4,22.4,5458.0,165,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
23,22.4,23.4,4662.0,156,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
24,23.4,24.4,5311.0,160,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
25,24.4,25.4,5972.0,175,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
26,25.4,26.4,8390.0,181,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
27,26.4,27.4,5644.0,158,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
28,27.4,28.4,4814.0,158,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
29,28.4,29.4,3702.0,136,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
30,29.4,30.4,3557.0,157,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
31,30.4,31.4,3861.0,144,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
32,31.4,32.4,4893.0,158,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
33,32.4,33.4,4351.0,152,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
34,33.4,34.4,5263.0,150,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
35,34.4,35.4,5120.0,158,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
36,35.4,36.4,2898.0,137,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
37,36.4,37.4,4087.0,139,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
38,37.4,38.4,3388.0,138,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
39,38.4,39.4,3308.0,133,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
40,39.4,40.4,3980.0,135,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
41,40.4,41.4,5580.0,163,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
42,41.4,42.4,5136.0,151,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
43,42.4,43.4,4373.0,143,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
44,43.4,44.4,5881.0,156,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
45,44.4,45.4,5042.0,158,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
46,45.4,46.4,1422.0,91,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
47,46.4,47.4,3096.0,139,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
48,47.4,48.4,6833.0,167,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
49,48.4,49.4,2125.0,127,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
50,49.4,50.4,4331.0,149,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
51,50.4,51.4,3951.0,149,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
52,51.4,52.4,5672.0,171,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
53,52.4,53.4,4744.0,161,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
54,53.4,54.4,4103.0,157,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
55,54.4,55.4,6465.0,165,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
56,55.4,56.4,3957.0,153,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
57,56.4,57.4,7984.0,174,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
58,57.4,58.4,4372.0,157,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
59,58.4,59.4,4929.0,164,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
60,59.4,60.4,6494.0,166,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
61,60.4,61.4,3650.0,155,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
62,61.4,62.4,5172.0,162,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
63,62.4,63.4,4387.0,157,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
64,63.4,64.4,1072.0,88,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
65,64.4,65.4,321.0,30,2026-05-21 03:43:33,TG51:4-FA18:2,TG,858.7547,561.488
1,0.4,1.4,428.0,37,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
2,1.4,2.4,1520.0,105,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
3,2.4,3.4,1163.0,80,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
4,3.4,4.4,944.0,81,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
5,4.4,5.4,418.0,41,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
6,5.4,6.4,976.0,74,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
7,6.4,7.4,2706.0,119,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
8,7.4,8.4,564.0,52,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
9,8.4,9.4,541.0,47,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
10,9.4,10.4,813.0,70,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
11,10.4,11.4,836.0,73,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
12,11.4,12.4,1441.0,88,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
13,12.4,13.4,1022.0,81,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
14,13.4,14.4,755.0,68,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
15,14.4,15.4,480.0,48,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
16,15.4,16.4,813.0,68,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
17,16.4,17.4,838.0,71,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
18,17.4,18.4,596.0,53,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
19,18.4,19.4,866.0,74,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
20,19.4,20.4,1625.0,99,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
21,20.4,21.4,833.0,74,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
22,21.4,22.4,1190.0,92,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
23,22.4,23.4,1168.0,80,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
24,23.4,24.4,3368.0,135,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
25,24.4,25.4,1792.0,106,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
26,25.4,26.4,1384.0,102,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
27,26.4,27.4,1005.0,77,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
28,27.4,28.4,561.0,57,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
29,28.4,29.4,1196.0,85,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
30,29.4,30.4,507.0,46,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
31,30.4,31.4,510.0,47,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
32,31.4,32.4,1380.0,98,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
33,32.4,33.4,868.0,67,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
34,33.4,34.4,1507.0,98,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
35,34.4,35.4,948.0,79,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
36,35.4,36.4,530.0,49,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
37,36.4,37.4,675.0,60,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
38,37.4,38.4,650.0,51,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
39,38.4,39.4,593.0,54,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
40,39.4,40.4,1847.0,104,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
41,40.4,41.4,811.0,70,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
42,41.4,42.4,1249.0,88,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
43,42.4,43.4,971.0,70,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
44,43.4,44.4,1198.0,82,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
45,44.4,45.4,864.0,76,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
46,45.4,46.4,129.0,15,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
47,46.4,47.4,400.0,39,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
48,47.4,48.4,1387.0,93,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
49,48.4,49.4,314.0,28,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
50,49.4,50.4,1166.0,79,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
51,50.4,51.4,753.0,67,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
52,51.4,52.4,1302.0,86,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
53,52.4,53.4,1079.0,85,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
54,53.4,54.4,865.0,70,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
55,54.4,55.4,976.0,75,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
56,55.4,56.4,809.0,69,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
57,56.4,57.4,839.0,67,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
58,57.4,58.4,781.0,72,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
59,58.4,59.4,702.0,59,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
60,59.4,60.4,786.0,63,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
61,60.4,61.4,537.0,44,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
62,61.4,62.4,1079.0,83,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
63,62.4,63.4,921.0,71,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
64,63.4,64.4,208.0,23,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
65,64.4,65.4,25.0,3,2026-05-21 03:43:33,TG51:4-FA18:3,TG,858.7547,563.503
1,0.4,1.4,917.0,88,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
2,1.4,2.4,1271.0,92,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
3,2.4,3.4,1156.0,95,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
4,3.4,4.4,891.0,72,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
5,4.4,5.4,466.0,45,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
6,5.4,6.4,1535.0,93,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
7,6.4,7.4,1184.0,91,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
8,7.4,8.4,557.0,50,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
9,8.4,9.4,1524.0,105,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
10,9.4,10.4,882.0,68,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
11,10.4,11.4,1736.0,114,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
12,11.4,12.4,1020.0,82,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
13,12.4,13.4,782.0,68,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
14,13.4,14.4,628.0,47,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
15,14.4,15.4,517.0,53,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
16,15.4,16.4,467.0,44,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
17,16.4,17.4,1105.0,78,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
18,17.4,18.4,906.0,67,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
19,18.4,19.4,692.0,63,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
20,19.4,20.4,1349.0,94,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
21,20.4,21.4,1199.0,94,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
22,21.4,22.4,1210.0,95,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
23,22.4,23.4,1228.0,105,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
24,23.4,24.4,2293.0,133,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
25,24.4,25.4,982.0,83,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
26,25.4,26.4,2188.0,130,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
27,26.4,27.4,1138.0,81,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
28,27.4,28.4,859.0,69,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
29,28.4,29.4,1163.0,91,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
30,29.4,30.4,1276.0,93,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
31,30.4,31.4,829.0,73,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
32,31.4,32.4,1046.0,74,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
33,32.4,33.4,811.0,69,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
34,33.4,34.4,1351.0,94,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
35,34.4,35.4,1626.0,103,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
36,35.4,36.4,801.0,60,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
37,36.4,37.4,1158.0,82,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
38,37.4,38.4,968.0,76,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
39,38.4,39.4,914.0,73,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
40,39.4,40.4,1591.0,107,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
41,40.4,41.4,1347.0,89,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
42,41.4,42.4,638.0,60,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
43,42.4,43.4,943.0,70,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
44,43.4,44.4,1077.0,89,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
45,44.4,45.4,633.0,54,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
46,45.4,46.4,722.0,64,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
47,46.4,47.4,545.0,52,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
48,47.4,48.4,1237.0,97,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
49,48.4,49.4,576.0,54,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
50,49.4,50.4,915.0,71,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
51,50.4,51.4,693.0,67,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
52,51.4,52.4,1234.0,93,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
53,52.4,53.4,1285.0,95,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
54,53.4,54.4,1301.0,98,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
55,54.4,55.4,1194.0,85,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
56,55.4,56.4,829.0,71,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
57,56.4,57.4,2278.0,119,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
58,57.4,58.4,1024.0,89,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
59,58.4,59.4,1252.0,100,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
60,59.4,60.4,1270.0,85,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
61,60.4,61.4,1074.0,84,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
62,61.4,62.4,1025.0,72,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
63,62.4,63.4,836.0,62,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
64,63.4,64.4,659.0,63,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
65,64.4,65.4,136.0,13,2026-05-21 03:43:33,TG51:4-FA16:1,TG,858.7547,587.503
1,0.4,1.4,4125.0,182,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
2,1.4,2.4,16294.0,188,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
3,2.4,3.4,15860.0,193,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
4,3.4,4.4,14935.0,182,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
5,4.4,5.4,6288.0,187,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
6,5.4,6.4,14993.0,193,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
7,6.4,7.4,17841.0,183,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
8,7.4,8.4,7955.0,188,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
9,8.4,9.4,16953.0,186,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
10,9.4,10.4,9949.0,183,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
11,10.4,11.4,13241.0,185,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
12,11.4,12.4,14051.0,192,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
13,12.4,13.4,12570.0,185,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
14,13.4,14.4,13068.0,190,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
15,14.4,15.4,9805.0,182,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
16,15.4,16.4,8226.0,186,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
17,16.4,17.4,11422.0,184,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
18,17.4,18.4,10054.0,184,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
19,18.4,19.4,8658.0,189,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
20,19.4,20.4,16012.0,187,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
21,20.4,21.4,18135.0,202,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
22,21.4,22.4,14652.0,207,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
23,22.4,23.4,14208.0,194,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
24,23.4,24.4,24191.0,189,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
25,24.4,25.4,22023.0,196,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
26,25.4,26.4,25725.0,202,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
27,26.4,27.4,20510.0,202,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
28,27.4,28.4,12615.0,208,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
29,28.4,29.4,11828.0,188,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
30,29.4,30.4,13517.0,185,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
31,30.4,31.4,10074.0,194,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
32,31.4,32.4,13280.0,181,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
33,32.4,33.4,13303.0,176,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
34,33.4,34.4,14374.0,192,2026-05-21 03:43:33,TG51:3-FA18:2,TG,860.77025,563.503
