"Target","Comparison","P_Value","q_value"
"A_TLCA","Placebo-FMT_NGBB",0.86413373936925,0.99999999998091
"A_TLCA","Placebo-NGBB",0.997627685716124,0.99999999998091
"A_TUDCA","FMT-Chow control",0.0598916768147673,0.459317676374513
"A_TUDCA","FMT_NGBB-Chow control",0.0110812217557185,0.135649438733795
"A_TUDCA","NGBB-Chow control",0.0192672545739542,0.195425010678678
"A_TUDCA","Placebo-Chow control",0.00311624643648178,0.0514543016256295
"A_TUDCA","FMT_NGBB-FMT",0.999700985369181,0.99999999998091
"A_TUDCA","NGBB-FMT",0.999994044339137,0.99999999998091
"A_TUDCA","Placebo-FMT",0.968344605618273,0.99999999998091
"A_TUDCA","NGBB-FMT_NGBB",0.999925069424442,0.99999999998091
"A_TUDCA","Placebo-FMT_NGBB",0.984802983928729,0.99999999998091
"A_TUDCA","Placebo-NGBB",0.967478819322236,0.99999999998091
"A_LPI16.1","FMT-Chow control",0.974623595317029,0.99999999998091
"A_LPI16.1","FMT_NGBB-Chow control",0.936839342745593,0.99999999998091
"A_LPI16.1","NGBB-Chow control",0.580524029054699,0.99999999998091
"A_LPI16.1","Placebo-Chow control",0.338917019064975,0.99999999998091
"A_LPI16.1","FMT_NGBB-FMT",0.999994083276256,0.99999999998091
"A_LPI16.1","NGBB-FMT",0.95405067804411,0.99999999998091
"A_LPI16.1","Placebo-FMT",0.823488468172118,0.99999999998091
"A_LPI16.1","NGBB-FMT_NGBB",0.946561785926889,0.99999999998091
"A_LPI16.1","Placebo-FMT_NGBB",0.77778746680829,0.99999999998091
"A_LPI16.1","Placebo-NGBB",0.994074008982703,0.99999999998091
"A_LPE18.2","FMT-Chow control",0.0369857988992769,0.329427320984895
"A_LPE18.2","FMT_NGBB-Chow control",0.00300745602646268,0.0514543016256295
"A_LPE18.2","NGBB-Chow control",0.0922523005597565,0.623801270451687
"A_LPE18.2","Placebo-Chow control",0.18841614232029,0.99999999998091
